SITE_ID,SECMEAN,COLOR,CHLA,COND,DOC,NTL,PTL,LON_DD,LAT_DD,COM_ID,ELEV_PT,DEPTHMAX,AREA_HA,survey
NLA06608-1107,0.18,55,49.03,2870,63.37,7750,733,-99.03925508,45.8905697,14748020,615.57,1,58.99780354,2007
NLA06608-1108,0.555,9,57.33,340,4.705,1205.5,114,-88.46818961,39.3479549,10431538,192.87,8.2,363.2721174,2007
NLA06608-1108,0.555,9,57.33,340,4.705,1205.5,114,-88.46818961,39.3479549,10431538,192.87,8.2,363.2721174,2007
NLA06608-1111,0.28,18,46.22,1120,11.85,1500,193,-96.29030059,44.43065201,4123850,521.78,1.5,34.05381208,2007
NLA06608-1113,2.25,9,7.57,55,1.93,118,9,-81.29840323,35.79847217,9751274,283.34,20.3,1558.997979,2007
NLA06608-1114,0.83,26,12.5,806,5.07,558,63,-88.61259404,30.47158625,18121428,15,5,25.56557379,2007
NLA06608-1115,3.49,13,4.42,631,10.45,1041,19,-87.52959736,41.63897307,3397690,177.59,4.9,37.63786499,2007
NLA06608-1119,1.75,9,2.21,30,4.99,265,16,-109.6229151,40.75775549,1392171,2827.96,6.4,49.90333868,2007
NLA06608-1120,1.35,0,8.02,275,1.1,165,144,-90.79086629,37.14689417,7666880,151.74,8.7,658.9323227,2007
NLA06608-1122,2.02,17,5.92,131,4.11,318,9,-71.89175564,42.25855906,6114700,259.6,2.6,4.350063844,2007
NLA06608-1124,NA,3,1.18,424,6.5,433,9,-104.6397618,36.60379676,20064415,1873,2.7,122.3773218,2007
NLA06608-1125,3.65,11,4.18,301,3.68,315,17,-73.45450471,41.93751914,7711100,212.17,7.5,68.80830546,2007
NLA06608-1129,2.05,15,4.32,78,4.97,336,12,-111.2044517,34.53807855,21745307,2048,19.2,118.4056521,2007
NLA06608-1130,1.08,14,23.68,555,4.8,634,65,-85.20168529,42.61644253,12144358,241.34,9.4,177.5011901,2007
NLA06608-1131,1.68,9,6.19,444,6.76,504,1,-85.0498935,41.67158213,12259344,300.35,25.9,240.7806756,2007
NLA06608-1134,1.3,20,9.43,233,9.74,826,24,-95.6552124,46.97285023,6654439,448.36,5.5,742.958126,2007
NLA06608-1141,1.75,8,10.16,509,3.23,824,45,-118.1208238,34.55063761,22677686,858.99,7.7,92.16201307,2007
NLA06608-1143,NA,9,9.52,243,2.08,768,59,-92.16793858,45.72351557,2266861,300.59,1.8,5.087277279,2007
NLA06608-1145,0.78,2,17.83,180,4.29,724,60,-75.86456997,40.1114616,4648254,186.74,4.5,63.19604563,2007
NLA06608-1147,0.65,8,42.24,621,4.52,1414,775,-104.9010317,40.48406381,4053355,1460.01,9.8,57.84714087,2007
NLA06608-1148,0.15,30,48,1602,68.06,6934,242,-101.8384538,42.14994307,17392990,1140.27,1.4,201.9526692,2007
NLA06608-1150,2.35,10,3.79,59,8.29,500,11,-92.1073,48.1652,7102457,377.78,5.2,44.46394202,2007
NLA06608-1151,1.45,17,13.72,104,4.03,648,129,-109.4367421,34.03321325,20584550,2505.8,3.7,56.84569267,2007
NLA06608-1153,13.74,6,0.25,105,0.96,224,3,-113.9310021,48.57775125,22961759,961,49.3,2792.637856,2007
NLA06608-1155,0.95,11,28.68,1856,26.14,3069,122,-99.63068806,47.07428203,14680610,534.11,3.2,12.91522027,2007
NLA06608-1162,3.45,10,3.08,279,9.26,541,8,-83.92048752,44.43080897,12953712,273.24,15,105.5832754,2007
NLA06608-1163,2.8,10,4.01,279,10.23,778,11,-86.33837152,40.91152674,18489388,241.97,11.4,16.74537897,2007
NLA06608-1164,0.83,18,8.08,169,6.74,424,23,-96.55493352,35.20544322,417533,262.71,8.8,147.7387512,2007
NLA06608-1166,7.25,3,1.15,14,2.05,197,1,-89.61298609,46.00218518,13344284,502.08,17.7,35.88047142,2007
NLA06608-1167,4.4,4,2.62,430,3.83,461,5,-84.32304093,42.12121846,13227430,294.94,15.5,232.8622654,2007
NLA06608-1170,5.35,7,1.22,418,2.61,240,6,-111.3838226,41.18833129,10089124,1830,39,143.8261351,2007
NLA06608-1172,2.65,9,3,182,3.51,241,4,-86.21179967,39.27750349,18469408,249.35,7.7,6.315548975,2007
NLA06608-1174,3.27,28,2.76,40,6.07,298,4,-70.66748588,45.33667139,1031477,385.45,26,272.7759227,2007
NLA06608-1175,0.55,12,32.11,375,10.58,1328,69,-94.33240543,45.00157961,4981466,322.88,3,428.3024256,2007
NLA06608-1177,1.1,29,16.64,27,3.99,328,24,-79.04177704,35.03251939,8848311,48.24,2.7,17.33483744,2007
NLA06608-1179,0.3,33,349.2,990,15.76,2741,133,-88.12382987,42.28383032,14770012,238.86,1.5,34.78292943,2007
NLA06608-1181,0.6,16,82.22,101,6,251,9,-78.52879549,35.81387892,8781643,54.74,1.8,20.75538846,2007
NLA06608-1183,8,0,1.81,11,2.19,133,3,-110.7617077,40.67877769,11974911,3277.17,12,10.95893361,2007
NLA06608-1185,0.35,21,104.53,628,15.41,2869,62,-82.77867302,27.84728979,16933868,1.25,2.4,276.8084358,2007
NLA06608-1189,3.55,11,1.87,90,4.17,281,9,-74.67614714,41.70034673,4146934,438.73,8,30.35309538,2007
NLA06608-1190,0.85,4,6.18,62,2.07,96,3,-123.3000758,44.08794072,23769069,115.1,5.3,3230.277164,2007
NLA06608-1191,0.78,40,48.96,446,8.24,984,152,-97.8223278,30.00789769,1629479,194.9,2.2,63.03037904,2007
NLA06608-1195,1.1,12,16.57,408,7.28,753,26,-86.47388358,41.41506353,13432623,222.37,8.9,129.117075,2007
NLA06608-1198,2.05,5,2.64,311,6.23,611,9,-95.84076097,46.41917873,6658571,405.95,10,34.53984756,2007
NLA06608-1199,0.93,13,49.58,336,4.08,836,44,-84.96745506,39.60633701,3921415,254.76,11.7,72.75154288,2007
NLA06608-1204,2.93,6,5.04,51,3.35,230,10,-93.11174318,34.44592488,15237662,118.4,30,2506.867396,2007
NLA06608-1206,0.8,58,2.98,122,15.82,834,17,-86.80571961,46.04071508,12013840,229.44,2.2,11.82276917,2007
NLA06608-1207,3.95,3,2.5,223,3.07,240,11,-92.56439548,45.31578279,2647022,286.83,7,26.13304762,2007
NLA06608-1208,0.65,10,91.3,913.5,6.66,1288.5,165,-97.16290101,38.75947482,18881980,372.63,3.4,12.85293825,2007
NLA06608-1208,0.65,10,91.3,913.5,6.66,1288.5,165,-97.16290101,38.75947482,18881980,372.63,3.4,12.85293825,2007
NLA06608-1209,1.58,26,6.55,100,5.29,437,22,-75.52182529,41.09921102,4185105,494.21,4.5,208.6935041,2007
NLA06608-1210,NA,33,5.72,12600,49.03,4184,75,-101.5137215,47.86470218,21541462,621.61,1.4,52.4948738,2007
NLA06608-1217,0.88,24,21.6,68,5.6,547,64,-117.3323799,48.27375687,22999291,619.78,1,194.5544583,2007
NLA06608-1219,0.28,17,38.87,1497,26.7,3794,99,-99.45309149,47.0508466,14680710,530.42,2.2,143.1940326,2007
NLA06608-1220,0.53,6,22.4,36,2.87,478,31,-88.31948013,35.67385009,19542924,131.98,2.2,56.72361018,2007
NLA06608-1222,2.3,7,10.4,130,2.75,391,12,-70.3351834,41.65548495,5878337,9.79,6.5,18.44599889,2007
NLA06608-1223,0.2,20,81.6,269,12.85,4053,422,-93.46829619,43.37516208,6565659,380.39,1.8,15.06310307,2007
NLA06608-1224,0.88,5,NA,206,5.63,616,23,-96.10401913,33.16058732,5253697,155.46,5.5,69.98056695,2007
NLA06608-1227,2.25,6,5.08,353,4.39,487,8,-86.00305553,40.49021653,20097195,253.44,6.3,12.74231305,2007
NLA06608-1232,2.45,5,5.65,191,5.87,483,12,-91.00152146,39.29721636,6008292,206.81,8.1,13.64715444,2007
NLA06608-1236,0.33,5,4.75,341,5.32,504,52,-105.1611962,35.55992713,20814240,1980.04,1.9,18.493556,2007
NLA06608-1238,5.56,5,1.83,55,2.6,131,1,-70.52697713,44.04280484,6718889,129.68,18.6,537.0270384,2007
NLA06608-1239,0.43,9,83.38,409,16.85,3309,117,-94.95289584,45.23854717,4251634,361.19,3,72.68044022,2007
NLA06608-1240,1.1,37,28.87,245,8.57,771,141,-96.50308213,34.52419902,6066218,214.01,6.7,38.13388497,2007
NLA06608-1241,0.98,16,14.08,82,5.63,526,34,-79.31994397,36.11835531,8889016,161.97,7.5,280.5817178,2007
NLA06608-1242,4.45,10,2.9,370,9.14,849,11,-87.97829791,43.80794846,12175156,269.46,7.1,21.19364392,2007
NLA06608-1243,0.92,23,35.28,474,7.45,949,42,-85.4335164,41.49584791,12265178,270.12,13.4,86.2795263,2007
NLA06608-1244,0.28,33,103.9,338,21.59,3772,253,-100.4927777,42.56509972,16031138,872.35,2.1,158.8522664,2007
NLA06608-1245,0.3,165,17.44,53,15.19,596,25,-77.102743,34.93328103,10960658,11.04,1.5,382.939341,2007
NLA06608-1255,0.1,47,516,4825,37.6,13825,1326,-98.76204738,45.29000323,12555114,409.3,1.1,45.73686697,2007
NLA06608-1256,2.23,15,2.58,406,3.41,346,20,-96.31123963,38.12541781,20951902,391.96,4,16.10221722,2007
NLA06608-1258,1.36,20,4.35,100,10.44,712,16,-85.47563891,43.15032025,9002595,269.27,1.5,30.02134791,2007
NLA06608-1259,3.8,8,3.01,43,1.96,129,9,-106.250251,41.37196888,17493677,3210.57,9.5,16.54052497,2007
NLA06608-1261,NA,40,16.06,821,9.71,1014,32,-115.1046656,38.38375695,20637208,1570.27,1.1,276.2346208,2007
NLA06608-1262,0.88,40,20.8,192,12.96,788,33,-94.32426564,46.56718218,4941873,372.34,4.2,252.3000582,2007
NLA06608-1263,0.9,7,14,392,3.42,453,33,-84.64320588,38.79221156,1823118,232.26,7.4,54.31485021,2007
NLA06608-1266,0.04,22,0.93,141,10.4,2228,933,-119.9976109,42.11998183,24052733,1752.34,1.5,13.75617846,2007
NLA06608-1268,0.54,4,37.84,291,5.42,990,69,-92.46019565,41.47720752,6995221,238.83,7.6,50.17100905,2007
NLA06608-1269,0.32,2,113.14,747,5.66,1911,646,-121.5362609,38.50785067,15033533,3.21,3.9,21.36912631,2007
NLA06608-1270,0.78,2,1.6,30,0.65,223,15,-109.3834683,43.35530141,12898432,1975,5.8,74.834424,2007
NLA06608-1271,0.4,28,98.88,392,11.21,3534,604,-95.17278405,43.4613315,14619438,437.09,1.7,20.67346333,2007
NLA06608-1273,0.55,16,195.84,397,6.11,2297,197,-74.25538694,40.93548087,6248744,55.92,2.2,32.68347138,2007
NLA06608-1274,4.6,5,1.9,30,5.32,285,4,-90.34231242,47.91515143,4795982,592.67,7.6,53.7635467,2007
NLA06608-1278,1.28,10,29.09,2466,15.55,1965,303,-98.89293534,48.01890447,14299227,434.35,11.5,19994.28201,2007
NLA06608-1279,1.33,25,10.67,72,9.69,496,40,-106.8487839,36.03990354,17825114,2868.2,3.4,14.46213324,2007
NLA06608-1281,4.03,1,1.19,139,5.06,400,4,-116.1556177,48.13500634,22983714,839,9.5,6.233209903,2007
NLA06608-1283,0.68,93,46.37,70,14.24,1012,68,-93.27559075,45.88816389,2639424,300.96,5.5,7.142349516,2007
NLA06608-1284,5.3,10,1.19,213,3.38,180,5,-107.4638244,36.82323361,17039081,1855,48.5,6223.081149,2007
NLA06608-1288,0.48,15,45.22,63,5.2,619,86,-94.00429471,33.7202532,3746536,80.44,10,10488.47613,2007
NLA06608-1292,1.25,13,7.08,296,3.96,395,17,-95.7860147,39.00193733,20927178,350.58,8.8,101.9459965,2007
NLA06608-1295,0.44,5,26.08,1697,3.69,740,138,-107.2214132,33.15857155,3219221,1296.36,1.2,11.19860906,2007
NLA06608-1297,2,6,6.06,363,3.89,1235,17,-119.6483226,46.69346715,24420076,149.07,4.2,219.2839274,2007
NLA06608-1300,2.15,1,1.59,850,4.48,229,5,-104.225471,35.50355494,20051377,1280.5,30,3550.868052,2007
NLA06608-1303,2.55,20,7.65,425,12.08,2338,817,-93.52895007,44.23115242,2032039,304.59,2.8,349.8161313,2007
NLA06608-1312,4.46,5,1.6,146,3.76,287,5,-91.05983943,38.09909757,5053013,256.36,6.5,20.53019727,2007
NLA06608-1316,0.15,20,62.4,215,10.5,2606,269,-87.45542965,36.92159955,11879064,176.78,1.5,69.03387459,2007
NLA06608-1319,0.28,26,169.63,2435,24.17,4791,241,-97.52639653,45.11768598,11600197,531.23,3,61.81026895,2007
NLA06608-1321,5.75,7,1.57,363,2.53,168,10,-111.2808196,39.29458754,4876219,2131,27,471.7497226,2007
NLA06608-1323,1.76,6,15.38,175,3.12,233,9,-86.38310821,32.75598701,22273756,75.03,21.5,2322.224572,2007
NLA06608-1326,NA,16,1.68,239,8.51,854,24,-95.74771639,46.70133763,6655519,415.2,2.4,54.36982944,2007
NLA06608-1329,NA,7,0.11,16,2.33,181,9,-116.1697398,45.06812814,23571671,1939.1,3.4,148.1473824,2007
NLA06608-1332,0.2,17,19.64,257,6.49,932,148,-87.20570041,36.98625493,11898352,134.72,1.5,20.22132071,2007
NLA06608-1333,6.8,5,1.34,42,3.13,166,3,-73.59007456,43.4546224,10313002,279.34,14.9,16.64066608,2007
NLA06608-1334,1.725,8,2.925,300.5,3.475,351,7,-84.80370819,45.41454518,12502183,181.95,18,1396.209943,2007
NLA06608-1334,1.725,8,2.925,300.5,3.475,351,7,-84.80370819,45.41454518,12502183,181.95,18,1396.209943,2007
NLA06608-1336,0.38,29,49.86,176,6.51,1136,94,-96.82324072,36.38727183,20971688,277.48,2.3,9.519015268,2007
NLA06608-1338,NA,60,4.09,27370,43.21,4316,182,-109.1798402,46.01155947,4338328,1216.38,1.4,217.9717107,2007
NLA06608-1339,0.32,21,147.6,3491,15.91,3372,184,-104.9523623,40.22292361,2890152,1487.14,7.5,72.49623567,2007
NLA06608-1342,1.5,82,3.78,41,12.86,279,12,-92.04084194,47.74255874,7114173,444.62,3.7,30.92001994,2007
NLA06608-1344,1.15,8,6.3,685,5.87,419,27,-112.5192316,48.39247752,12537604,1187,2.5,8.303350174,2007
NLA06608-1346,4.3,8,2.16,60,2.19,125,3,-79.49911328,39.46919944,3809265,782.59,5,60.88719073,2007
NLA06608-1347,2.65,26,5.07,121,7.68,551,12,-92.0010507,47.06936125,1791877,428.28,5.8,39.88681896,2007
NLA06608-1348,4.3,5,1.31,192,2.37,396,5,-81.99701482,36.57979268,22177888,526.88,38.5,3121.566699,2007
NLA06608-1349,1.15,18,27.2,249,8.16,804,30,-81.35534067,28.63214331,10994803,19.8,3.1,39.15272032,2007
NLA06608-1354,4.56,11,3.63,644,3.51,480,6,-108.1327104,45.18177616,13237555,1109,50.2,5253.904341,2007
NLA06608-1355,2.15,5,3.63,389,5.305,523,4.5,-86.40554386,41.2045164,18487094,223.18,26,744.9768845,2007
NLA06608-1355,2.15,5,3.63,389,5.305,523,4.5,-86.40554386,41.2045164,18487094,223.18,26,744.9768845,2007
NLA06608-1356,NA,12,4.92,78,4.98,416,21,-94.97046064,35.52043358,1538095,174.34,3.7,8.824124467,2007
NLA06608-1358,2.625,15,6.14,80,5.78,323.5,9,-89.57932002,46.47136195,11949139,395,7,5280.382652,2007
NLA06608-1358,2.625,15,6.14,80,5.78,323.5,9,-89.57932002,46.47136195,11949139,395,7,5280.382652,2007
NLA06608-1359,0.61,15,34.85,392,4.53,1166,108,-83.96549218,40.18853553,3980812,325.75,4,152.6624672,2007
NLA06608-1360,0.85,5,49.92,290,4.41,734,60,-101.5543964,40.43031936,19080361,948.55,12,651.8239396,2007
NLA06608-1364,0.38,12,103.2,133,4.08,2072,213,-86.3816758,35.37133652,19533132,266.37,2.4,12.42375294,2007
NLA06608-1365,1.55,7,5.36,426,2.42,257,13,-76.06888458,42.97430171,22026764,347.24,5.7,87.90966101,2007
NLA06608-1367,0.12,30,184,851,22.08,5338,242,-96.61488782,44.82453402,4111026,510.14,1,55.19261105,2007
NLA06608-1368,0.4,19,32.2,857,6.68,1180,110,-96.77580307,33.73044411,425680,188.09,1.3,10.93261568,2007
NLA06608-1369,0.63,7,30.08,99,3.57,679,50,-79.8531667,36.15830485,8888892,226.2,5.8,163.3516829,2007
NLA06608-1370,1.45,21,16.16,314,9.67,1063,39,-86.4262233,43.70497197,8990740,202.9,6,15.33445706,2007
NLA06608-1372,0.63,13,62.64,421,4.17,878,113,-98.49130804,35.19858711,681831,408.86,9.9,1546.242185,2007
NLA06608-1375,0.3,18,63.94,297,5.73,2169,79,-82.97903314,40.43821209,5212227,277.83,5.4,173.7152983,2007
NLA06608-1376,1.89,7,9.12,276,2.69,346,18,-90.92375999,37.93823147,4636987,257.54,7,71.32525233,2007
NLA06608-1377,6.3,10,0.87,16,2.99,101,8,-113.5499319,45.86796274,4222164,2412.81,16.3,7.763531893,2007
NLA06608-1380,3.25,6,2.77,482,5.7,524,21,-104.6630512,36.57446101,20064419,1868,7.1,367.4414941,2007
NLA06608-1383,0.85,11,21.28,405,12.4,1444,35,-95.11805454,45.30107859,4415506,365.04,9.5,907.0462119,2007
NLA06608-1387,0.95,12,9.97,437,7.03,994,25,-85.5734717,42.18668508,3472089,260.47,2.7,131.8143115,2007
NLA06608-1389,0.65,11,60.265,152.5,3.34,2712.5,68.5,-75.59661445,38.38038763,8383217,2.91,1.8,52.58774542,2007
NLA06608-1389,0.65,11,60.265,152.5,3.34,2712.5,68.5,-75.59661445,38.38038763,8383217,2.91,1.8,52.58774542,2007
NLA06608-1390,1.45,10,5.59,397,7.24,553,15,-95.39655084,45.91676304,4966619,413.52,17.5,467.7618445,2007
NLA06608-1391,0.33,24,67.97,870,8.09,1360,172,-81.3860772,41.32867877,15586018,306.74,4.3,137.9707811,2007
NLA06608-1396,1.46,7,5.12,222,2.2,255,19,-87.28855765,36.0828954,18392188,187.46,3.4,19.4816792,2007
NLA06608-1397,0.2,20,210.6,574,15.57,3559,367,-116.7467274,33.24145034,20342929,818.28,3.9,731.0211313,2007
NLA06608-1398,0.8,65,7.87,39,19.39,624,24,-87.08228263,46.43163694,12021474,253.05,1,36.23137823,2007
NLA06608-1401,0.55,5,37.3,125,3.5,494,29,-77.17855996,40.80373555,4519066,189.37,4.1,91.06177432,2007
NLA06608-1403,2.35,1,1.93,591,5.02,389,7,-105.0337077,40.43327881,11646,1510.61,12.8,611.5609701,2007
NLA06608-1413,0.5,16,49.2,374,14.8,1614,25,-81.73898503,28.91616949,16630838,17.71,4,1631.345563,2007
NLA06608-1414,2,30,10.48,136,5.08,319,17,-72.21921899,41.92400456,6160981,205.1,2.4,19.46023234,2007
NLA06608-1417,4.4,9,1.99,68,2.64,251,7,-121.0935467,38.3383223,20196520,73.86,9.3,67.03383812,2007
NLA06608-1420,0.18,28,13.38,121,8.8,1154,112,-96.23064723,35.1386532,417653,235.12,3.2,20.08273232,2007
NLA06608-1421,0.36,32,75.6,156,9.45,1100,41,-75.71879453,39.55390324,4650196,13.46,2,82.2649307,2007
NLA06608-1425,1.41,46,9.71,51,9.02,468,22,-122.9725593,47.19204698,23994197,30.04,6.9,14.54593723,2007
NLA06608-1426,1.15,42,12.37,64,7.87,557,35,-124.2460047,43.45220479,23912459,7.51,1.4,132.2599971,2007
NLA06608-1432,0.75,48,5.16,194,8.17,754,91,-96.87937904,34.56754654,428122,364.54,3.4,12.61224708,2007
NLA06608-1434,3.75,8,2.31,287,5.36,458,5,-84.97760482,45.16506431,13054946,214.79,5.5,184.4347565,2007
NLA06608-1435,1.3,9,9.4,992,7.51,1260,50,-88.10342481,42.19692077,14770206,257.23,2.1,88.5045257,2007
NLA06608-1436,1.14,11,4.72,536,4.75,478,20,-99.51438874,32.03729676,5740630,523.04,11,705.3783771,2007
NLA06608-1439,3.35,5,3.33,294,3.48,273,12,-110.2260262,40.29789402,11979229,1794,21,158.5816869,2007
NLA06608-1445,0.76,67,16.67,447,31.07,5009,2670,-118.8521689,42.91835392,24016243,1267.15,1,273.1142113,2007
NLA06608-1446,NA,6,0.78,11,2.14,228,4,-122.0175362,43.79630195,23756252,1612.46,3.6,27.72984017,2007
NLA06608-1447,2.1,12,5.09,437,7.36,760,13,-93.1265767,45.07363846,1099282,270.25,7.1,63.74593536,2007
NLA06608-1450,2.79,0,2.94,302,4.65,469,10,-85.28224429,43.61999552,12132036,292.17,15,88.64697249,2007
NLA06608-1454,3.9,15,2.82,762,16.43,2341,125,-95.71390587,45.84991802,4412870,395.84,5.7,300.194975,2007
NLA06608-1455,2.4,22,8.8,49,6.82,429,37,-107.9174634,39.04408399,3230263,3113.97,3,7.799715466,2007
NLA06608-1460,2.14,10,4.46,260,7.79,781,22,-93.23879955,40.75747354,5122900,298.78,12.2,39.19406547,2007
NLA06608-1461,2.4,9,18.22,348,3.42,708,47,-118.7415562,37.59934642,20273047,2063.39,13.1,1966.933306,2007
NLA06608-1462,0.06,75,26.8,914,13.49,1404,450,-106.0071156,46.53835681,13251383,796.17,1,17.59068654,2007
NLA06608-1465,3.9,10,5.97,71,1.73,497,5,-75.58090694,40.87358233,4186689,272.8,28.5,448.9595751,2007
NLA06608-1469,0.55,150,65.52,96,12.85,576,112,-81.89267614,33.29943972,22721231,31.76,1.7,5.011115104,2007
NLA06608-1473,4.24,4,2.01,26,2.79,181,8,-116.8933801,47.89085231,23016854,703.45,18.6,157.7360606,2007
NLA06608-1476,0.2,15,62,723,7.57,1891,183,-105.0447684,39.74858029,187811,1617.33,1.5,67.94222179,2007
NLA06608-1481,9.89,6,0.49,20,1.55,135,3,-121.1629233,40.4943852,20294443,1973.92,20.8,39.18399626,2007
NLA06608-1482,0.73,27,23.52,102,9.5,1099,80,-83.65565657,30.96113096,2065290,47.06,1.3,87.25734654,2007
NLA06608-1483,2.78,30,4.81,27,5.96,274,13,-105.7469295,40.05555836,1233765,3029.04,18.7,51.02802743,2007
NLA06608-1484,1.76,0,3.8,34,1.34,105,11,-93.63792628,35.56344263,7764393,203.73,13,44.682125,2007
NLA06608-1487,1.93,12,14.59,738,6.22,1071,61,-83.58492288,42.21592161,13174839,218.11,10,384.9125554,2007
NLA06608-1488,0.28,14,114.62,983,12.25,3409,160,-99.69530507,34.73428918,13531287,464.12,1.7,12.99924829,2007
NLA06608-1489,1.31,25,17.94,47,7.11,721,18,-122.5690307,46.98630288,24284092,108.21,2.5,22.24595447,2007
NLA06608-1492,0.61,11,40.61,242,5.92,758,41,-85.19021469,39.27166676,3406403,300.27,6.4,76.30828514,2007
NLA06608-1496,1.23,11,12.98,448,4.36,356,16,-97.58547265,33.66930447,1274448,340.04,1.6,4.897939908,2007
NLA06608-1499,4.05,10,2.91,308,5.61,483,17,-85.4301129,41.24575191,18498078,287.1,19.2,52.82229999,2007
NLA06608-1504,0.46,12,155.08,199,4.37,1199,68,-90.35313417,36.97055086,734509,109.07,4.1,2844.070693,2007
NLA06608-1508,0.38,22,11.74,562,18.22,1680,313,-103.6053539,36.42564729,19991191,1695.5,2,15.72299259,2007
NLA06608-1510,0.87,91,28.48,1040,25.67,2440,653,-105.0491133,47.82117438,12523567,692.46,2.5,6.965835101,2007
NLA06608-1511,2.45,25,5.24,1546,12.87,1446,373,-98.61521182,45.53504992,11473474,414.2,6.6,191.754935,2007
NLA06608-1515,1.65,15,11.6,171,6.58,845,33,-86.06684183,42.4782951,9018799,199.5,1.8,38.0113383,2007
NLA06608-1517,1.46,16,6.38,45,3.47,339,14,-77.39673538,38.54281635,4528853,39.81,8.5,23.78638566,2007
NLA06608-1521,0.71,12,82.51,352,6.56,1351,113,-111.8535786,42.23317529,4558486,1512,2.8,61.47497504,2007
NLA06608-1524,0.26,23,7.72,390,6.37,968,157,-98.33930518,34.37370438,673854,310.31,4.4,51.21707047,2007
NLA06608-1527,0.09,20,381.6,397,9.67,5191,587,-94.94774508,43.45913401,6586741,418.93,1.5,66.92461413,2007
NLA06608-1529,1.2,10,6.04,964,5.49,649,55,-118.2702746,40.69367958,13067026,1261,14.3,4566.923773,2007
NLA06608-1532,1.06,9,42.66,406,4.05,6203,59,-90.39676778,40.98641214,6961999,229.16,9.8,42.64401666,2007
NLA06608-1537,2.7,9,2.18,80,3.96,138,8,-116.6384102,48.1617266,24118263,647,11,17.406049,2007
NLA06608-1538,3.2,0,2.62,101,3.46,252,1,-78.65197531,39.7038049,14362370,380.07,12.3,85.66929955,2007
NLA06608-1544,0.42,9,26.64,523,14.74,2228,69,-93.63628619,42.27012122,6978322,317.91,3.4,98.73513483,2007
NLA06608-1556,2.32,8,5.39,676,3.32,474,19,-87.18335673,39.00356446,18470028,149.24,6.1,10.34160255,2007
NLA06608-1558,NA,16,2.98,26,4.4,280,8,-68.22649939,44.87906853,2678904,98.23,2.9,103.9486572,2007
NLA06608-1560,0.95,30,27.47,162,9.54,852,42,-94.60523041,32.76230788,1010832,69.44,10.1,7062.474313,2007
NLA06608-1561,2.1,0,3.24,202,2.89,263,10,-81.07000814,37.67100497,6920070,849.34,6.6,37.38984381,2007
NLA06608-1562,2.32,6,2.94,493,2.82,348,16,-110.2208282,42.59773028,18347649,2153.13,6.9,134.1905791,2007
NLA06608-1564,0.15,32,12.8,386,6.04,1159,161,-99.07349782,35.16889537,556549,499.88,2.8,141.5132309,2007
NLA06608-1568,0.31,20,11.49,982,6.34,760,115,-99.56836014,36.53187298,13811164,611.27,3,673.5793487,2007
NLA06608-1569,0.65,12,19.47,252,5.66,978,22,-81.49933161,27.74198501,21480292,22.88,4,1395.78022,2007
NLA06608-1572,1.83,5,4.45,555,3.83,420,26,-87.52287716,37.2690553,10561628,128.93,2.4,57.94522091,2007
NLA06608-1575,0.68,20,88.2,1429,16.71,2503,215,-97.78599752,45.18456035,11599517,527,6.8,16.03992677,2007
NLA06608-1576,0.38,13,68.4,343,5.34,1344,255,-93.9527628,38.3067683,2332715,229.32,3.5,650.4758526,2007
NLA06608-1577,3.85,8,4.32,249,7.4,484,16,-110.0007541,34.18074648,22437526,1995.13,11.9,52.99812311,2007
NLA06608-1578,1.13,32,23.36,568,12.53,1062,110,-104.9019583,45.18292402,9793550,1152,1.9,4.184399772,2007
NLA06608-1579,3.49,3,2.26,522,5.94,501,7,-85.03064639,41.68840425,12259122,296.1,26,547.459351,2007
NLA06608-1586,NA,19,2.96,74,4.76,369,7,-71.64332202,41.6889871,6127515,91.76,2.2,63.87472251,2007
NLA06608-1593,2.75,15,6.34,439,10.17,746,126,-112.4185161,34.58721435,20451102,1573,6.1,61.45952704,2007
NLA06608-1595,1.55,4,5,1369,5.65,392,18,-105.0386785,40.18092494,2888202,1510.3,8.5,302.940332,2007
NLA06608-1596,0.15,58,684,2054,114.16,26100,1491,-102.414217,41.75274586,17510942,1160.28,0.7,51.21775028,2007
NLA06608-1600,1.95,7,13.01,998,9.86,1011,63,-109.0848391,48.31132355,12531918,1015.61,6,21.74333072,2007
NLA06608-1602,2.13,14,4.25,1263,3.84,474,18,-111.2821257,33.58147205,20476538,583,26.2,887.14301,2007
NLA06608-1608,0.83,63,31.52,76,13.45,498,64,-93.38700366,32.40169424,19950538,42.57,5,6276.010457,2007
NLA06608-1610,NA,5,0.5,10,0.65,48,3,-109.7887823,45.08626125,7185466,3014.02,34.6,63.10981233,2007
NLA06608-1617,3.27,5,7.25,106,2.98,239,45,-122.7050326,47.57177224,23993761,48.57,10.7,93.2476445,2007
NLA06608-1623,0.25,52,24.16,68,13.64,1231,134,-96.811485,30.24052123,5569881,94.67,2.8,4.696407724,2007
NLA06608-1626,1.95,13,14.78,391,2.37,623,30,-86.43464751,43.9294318,8990570,176.99,13,239.2613936,2007
NLA06608-1630,0.41,4,21.44,730,8.13,806,57,-100.125119,28.57555508,10622727,216.79,5.2,240.9244102,2007
NLA06608-1631,1.82,19,27.58,186,9.37,1209,130,-109.297264,40.76550232,10038700,2298,6.9,93.49324923,2007
NLA06608-1633,3.6,4,1.52,631,3.23,366,19,-112.8818444,44.95420653,4167440,1689.24,20.4,1948.536926,2007
